crd,name,reference_id,compliance_flag,alert_count,file_path
153062,"GITTERMAN WEALTH MANAGEMENT, LLC",EN-024394,True,0,cache/EN-024394/FirmComplianceReport_EN-024394_v1_20250707.json
153184,"STRATOS WEALTH PARTNERS, LTD",EN-022666,True,0,cache/EN-022666/FirmComplianceReport_EN-022666_v1_20250707.json
153232,RTW INVESTMENTS LP,EN-016290,True,0,cache/EN-016290/FirmComplianceReport_EN-016290_v1_20250707.json
153395,MICROVEST CAPITAL MANAGEMENT,EN-124757,True,0,cache/EN-124757/FirmComplianceReport_EN-124757_v1_20250707.json
153395,MICROVEST CAPITAL MANAGEMENT,EN-023993,True,0,cache/EN-023993/FirmComplianceReport_EN-023993_v1_20250707.json
153410,"GALVIN, GAUSTAD & STEIN, LLC",EN-023113,True,0,cache/EN-023113/FirmComplianceReport_EN-023113_v1_20250707.json
153410,"GALVIN, GAUSTAD & STEIN, LLC",EN-020476,True,0,cache/EN-020476/FirmComplianceReport_EN-020476_v1_20250707.json
153425,PANTHEON,EN-104436,True,0,cache/EN-104436/FirmComplianceReport_EN-104436_v1_20250707.json
153729,"MAKAIRA PARTNERS, LLC",EN-017636,True,0,cache/EN-017636/FirmComplianceReport_EN-017636_v1_20250707.json
153902,ASHTON THOMAS PRIVATE WEALTH,EN-018300,True,0,cache/EN-018300/FirmComplianceReport_EN-018300_v1_20250707.json
154249,"VALUEACT CAPITAL MANAGEMENT, L.P.",EN-017435,True,0,cache/EN-017435/FirmComplianceReport_EN-017435_v1_20250707.json
154461,"INVESCO MANAGED ACCOUNTS, LLC",EN-022877,True,0,cache/EN-022877/FirmComplianceReport_EN-022877_v1_20250707.json
154690,"SOLTIS INVESTMENT ADVISORS, LLC",EN-025351,True,0,cache/EN-025351/FirmComplianceReport_EN-025351_v1_20250707.json
154690,"SOLTIS INVESTMENT ADVISORS, LLC",EN-023155,True,0,cache/EN-023155/FirmComplianceReport_EN-023155_v1_20250707.json
154922,"LGK ADVISORS, LLC",EN-114555,True,0,cache/EN-114555/FirmComplianceReport_EN-114555_v1_20250707.json
155157,MARKET STREET WEALTH MANAGEMENT,EN-018707,True,0,cache/EN-018707/FirmComplianceReport_EN-018707_v1_20250707.json
155270,"THE ADVOCATE GROUP, LLC",EN-113146,True,0,cache/EN-113146/FirmComplianceReport_EN-113146_v1_20250707.json
155306,"PROCESSUS WEALTH & CAPITAL MANAGEMENT, LLC",EN-108576,True,0,cache/EN-108576/FirmComplianceReport_EN-108576_v1_20250707.json
155344,"CWM, LLC",EN-022890,True,0,cache/EN-022890/FirmComplianceReport_EN-022890_v1_20250707.json
155425,TRUEBRIDGE CAPITAL PARTNERS,EN-017517,True,0,cache/EN-017517/FirmComplianceReport_EN-017517_v1_20250707.json
155436,"EMPIRICAL ASSET MANAGEMENT, LLC",EN-016259,True,0,cache/EN-016259/FirmComplianceReport_EN-016259_v1_20250707.json
155564,WEISS ASSET MANAGEMENT,EN-024536,True,0,cache/EN-024536/FirmComplianceReport_EN-024536_v1_20250707.json
155678,PROVIDENCE EQUITY PARTNERS L.L.C.,EN-014307,True,0,cache/EN-014307/FirmComplianceReport_EN-014307_v1_20250707.json
155680,DAVIDSON KEMPNER CAPITAL MANAGEMENT LP,EN-023944,True,0,cache/EN-023944/FirmComplianceReport_EN-023944_v1_20250707.json
156005,"THE MATHER GROUP, LLC",EN-016150,True,0,cache/EN-016150/FirmComplianceReport_EN-016150_v1_20250707.json
156181,"683 CAPITAL MANAGEMENT, LLC",EN-017304,True,0,cache/EN-017304/FirmComplianceReport_EN-017304_v1_20250707.json
156225,COLUMBIA PACIFIC WEALTH MANAGEMENT,EN-016612,False,2,cache/EN-016612/FirmComplianceReport_EN-016612_v1_20250707.json
156264,"D'ARCY CAPITAL MANAGEMENT, LLC",EN-021382,True,0,cache/EN-021382/FirmComplianceReport_EN-021382_v1_20250707.json
156521,STONE POINT CAPITAL LLC,EN-019478,True,0,cache/EN-019478/FirmComplianceReport_EN-019478_v1_20250707.json
156610,VERITION FUND MANAGEMENT LLC,EN-023438,True,0,cache/EN-023438/FirmComplianceReport_EN-023438_v1_20250707.json
156701,JERICHO CAPITAL ASSET MANAGEMENT L.P.,EN-023874,True,0,cache/EN-023874/FirmComplianceReport_EN-023874_v1_20250707.json
156925,CROW HOLDINGS CAPITAL,EN-107528,True,0,cache/EN-107528/FirmComplianceReport_EN-107528_v1_20250707.json
156932,GENSTAR CAPITAL,EN-022554,True,0,cache/EN-022554/FirmComplianceReport_EN-022554_v1_20250707.json
156943,STARBOARD VALUE LP,EN-018878,True,0,cache/EN-018878/FirmComplianceReport_EN-018878_v1_20250707.json
156984,RWA WEALTH PARTNERS,EN-015993,True,0,cache/EN-015993/FirmComplianceReport_EN-015993_v1_20250707.json
156984,RWA WEALTH PARTNERS,EN-114449,True,0,cache/EN-114449/FirmComplianceReport_EN-114449_v1_20250707.json
156984,RWA WEALTH PARTNERS,EN-022602,True,0,cache/EN-022602/FirmComplianceReport_EN-022602_v1_20250707.json
157034,BGO US REAL ESTATE LP,EN-111716,True,0,cache/EN-111716/FirmComplianceReport_EN-111716_v1_20250707.json
157124,STEADFAST CAPITAL MANAGEMENT LP,EN-038550,True,0,cache/EN-038550/FirmComplianceReport_EN-038550_v1_20250707.json
157220,"HALE CAPITAL MANAGEMENT, LP",EN-013895,True,0,cache/EN-013895/FirmComplianceReport_EN-013895_v1_20250707.json
157274,HOBBS GROUP ADVISORS LLC,EN-015885,True,0,cache/EN-015885/FirmComplianceReport_EN-015885_v1_20250707.json
157292,ARES CAPITAL MANAGEMENT II LLC,EN-013100,True,0,cache/EN-013100/FirmComplianceReport_EN-013100_v1_20250707.json
157359,"CENTERBRIDGE PARTNERS, L.P.",EN-126584,True,0,cache/EN-126584/FirmComplianceReport_EN-126584_v1_20250707.json
157360,SOROBAN CAPITAL PARTNERS LP,EN-016391,True,0,cache/EN-016391/FirmComplianceReport_EN-016391_v1_20250707.json
157465,"J. GOLDMAN & CO., L.P.",EN-013740,True,0,cache/EN-013740/FirmComplianceReport_EN-013740_v1_20250707.json
157505,"PCCP, LLC",EN-017428,True,0,cache/EN-017428/FirmComplianceReport_EN-017428_v1_20250707.json
157517,"CHATHAM ASSET MANAGEMENT, LLC",EN-117006,True,0,cache/EN-117006/FirmComplianceReport_EN-117006_v1_20250707.json
157538,POWERHOUSE ASSETS LLC,EN-016900,True,0,cache/EN-016900/FirmComplianceReport_EN-016900_v1_20250707.json
157594,HIMALAYA CAPITAL,EN-020780,True,0,cache/EN-020780/FirmComplianceReport_EN-020780_v1_20250707.json
157678,"KPS CAPITAL PARTNERS, LP",EN-016623,True,0,cache/EN-016623/FirmComplianceReport_EN-016623_v1_20250707.json
157746,COOPER CREEK PARTNERS MANAGEMENT LLC,EN-022621,True,0,cache/EN-022621/FirmComplianceReport_EN-022621_v1_20250707.json
157778,HIGHBURY PACIFIC CAPITAL CORP.,EN-016775,True,0,cache/EN-016775/FirmComplianceReport_EN-016775_v1_20250707.json
157886,"DOXA ADVISORS, LLC",EN-016686,False,2,cache/EN-016686/FirmComplianceReport_EN-016686_v1_20250707.json
157965,"DORCHESTER CAPITAL ADVISORS, LLC",EN-025359,True,0,cache/EN-025359/FirmComplianceReport_EN-025359_v1_20250707.json
157968,"AMPHORA WEALTH MANAGEMENT, LLC",EN-015496,True,0,cache/EN-015496/FirmComplianceReport_EN-015496_v1_20250707.json
158053,COLLER CAPITAL LIMITED,EN-040058,True,0,cache/EN-040058/FirmComplianceReport_EN-040058_v1_20250707.json
158055,"CAPITAL INVESTMENT ADVISORS, LLC",EN-023614,True,0,cache/EN-023614/FirmComplianceReport_EN-023614_v1_20250707.json
158071,"VALIANT CAPITAL MANAGEMENT, L.P.",EN-024206,True,0,cache/EN-024206/FirmComplianceReport_EN-024206_v1_20250707.json
158102,COLLER CAPITAL INC,EN-016577,True,0,cache/EN-016577/FirmComplianceReport_EN-016577_v1_20250707.json
158117,MILLENNIUM MANAGEMENT LLC,EN-121827,True,0,cache/EN-121827/FirmComplianceReport_EN-121827_v1_20250707.json
158296,"SAMLYN CAPITAL, LLC",EN-020866,True,0,cache/EN-020866/FirmComplianceReport_EN-020866_v1_20250707.json
158343,"BRACEBRIDGE CAPITAL, LLC",EN-018008,True,0,cache/EN-018008/FirmComplianceReport_EN-018008_v1_20250707.json
158366,NWI MANAGEMENT LP,EN-021801,True,0,cache/EN-021801/FirmComplianceReport_EN-021801_v1_20250707.json
158369,GENTRUST,EN-013183,True,0,cache/EN-013183/FirmComplianceReport_EN-013183_v1_20250707.json
158401,"RFG ADVISORY, LLC",EN-024846,True,0,cache/EN-024846/FirmComplianceReport_EN-024846_v1_20250707.json
158528,"RPG FAMILY WEALTH ADVISORY, LLC",EN-125553,True,0,cache/EN-125553/FirmComplianceReport_EN-125553_v1_20250707.json
158544,NAPLES GLOBAL ADVISORS,EN-023632,True,0,cache/EN-023632/FirmComplianceReport_EN-023632_v1_20250707.json
158609,"HICKS CAPITAL MANAGEMENT, LLC",EN-017492,True,0,cache/EN-017492/FirmComplianceReport_EN-017492_v1_20250707.json
158672,BENEFIT STREET PARTNERS L.L.C.,EN-123846,True,0,cache/EN-123846/FirmComplianceReport_EN-123846_v1_20250707.json
158675,"LEGACY FINANCIAL ADVISORS, INC.",EN-019356,True,0,cache/EN-019356/FirmComplianceReport_EN-019356_v1_20250707.json
158722,SEVEN BRIDGES ADVISORS LLC,EN-024246,True,0,cache/EN-024246/FirmComplianceReport_EN-024246_v1_20250707.json
158898,"ASCENT WEALTH PARTNERS, LLC",EN-019381,True,0,cache/EN-019381/FirmComplianceReport_EN-019381_v1_20250707.json
158898,"ASCENT WEALTH PARTNERS, LLC",EN-018617,True,0,cache/EN-018617/FirmComplianceReport_EN-018617_v1_20250707.json
159127,BRIDGE INVESTMENT GROUP,EN-014946,True,0,cache/EN-014946/FirmComplianceReport_EN-014946_v1_20250707.json
159198,"ICONIQ CAPITAL, LLC",EN-023828,True,0,cache/EN-023828/FirmComplianceReport_EN-023828_v1_20250707.json
159227,JAG CAPITAL MANAGEMENT LLC,EN-019277,True,0,cache/EN-019277/FirmComplianceReport_EN-019277_v1_20250707.json
159289,"FOCUS PARTNERS WEALTH, LLC",EN-106306,True,0,cache/EN-106306/FirmComplianceReport_EN-106306_v1_20250707.json
159419,"SAPIENT  PRIVATE WEALTH MANAGEMENT,  LLC",EN-025564,True,0,cache/EN-025564/FirmComplianceReport_EN-025564_v1_20250707.json
159616,COLUMBIA CAPITAL,EN-014089,True,0,cache/EN-014089/FirmComplianceReport_EN-014089_v1_20250707.json
159641,COMPREHENSIVE FINANCIAL MANAGEMENT LLC,EN-019972,True,0,cache/EN-019972/FirmComplianceReport_EN-019972_v1_20250707.json
159663,KORE ADVISORS LP,EN-024987,True,0,cache/EN-024987/FirmComplianceReport_EN-024987_v1_20250707.json
159732,"TPG GLOBAL ADVISORS, LLC",EN-039853,True,0,cache/EN-039853/FirmComplianceReport_EN-039853_v1_20250707.json
159953,"DELEGATE ADVISORS, LLC",EN-014761,True,0,cache/EN-014761/FirmComplianceReport_EN-014761_v1_20250707.json
159971,"PRIME FINANCE ADVISOR, L.P.",EN-022873,True,0,cache/EN-022873/FirmComplianceReport_EN-022873_v1_20250707.json
159971,"PRIME FINANCE ADVISOR, L.P.",EN-021484,True,0,cache/EN-021484/FirmComplianceReport_EN-021484_v1_20250707.json
159991,"YUKON PARTNERS MANAGEMENT, L.L.C.",EN-110339,True,0,cache/EN-110339/FirmComplianceReport_EN-110339_v1_20250707.json
160017,"ALTIMETER CAPITAL MANAGEMENT, LP",EN-023004,True,0,cache/EN-023004/FirmComplianceReport_EN-023004_v1_20250707.json
160066,"MATRIX CAPITAL MANAGEMENT COMPANY, LP",EN-013787,True,0,cache/EN-013787/FirmComplianceReport_EN-013787_v1_20250707.json
160105,"GLOBAL FRONTIER INVESTMENTS, LLC",EN-020440,True,0,cache/EN-020440/FirmComplianceReport_EN-020440_v1_20250707.json
160129,"SUMMIT STREET CAPITAL MANAGEMENT, LLC",EN-018371,True,0,cache/EN-018371/FirmComplianceReport_EN-018371_v1_20250707.json
160174,"RA CAPITAL MANAGEMENT, LP",EN-022260,True,0,cache/EN-022260/FirmComplianceReport_EN-022260_v1_20250707.json
160197,12 WEST CAPITAL MANAGEMENT LP,EN-019241,True,0,cache/EN-019241/FirmComplianceReport_EN-019241_v1_20250707.json
160211,"NEW HOLLAND CAPITAL, LLC",EN-023045,True,0,cache/EN-023045/FirmComplianceReport_EN-023045_v1_20250707.json
160268,"ECHO STREET CAPITAL MANAGEMENT, LLC",EN-013968,False,2,cache/EN-013968/FirmComplianceReport_EN-013968_v1_20250707.json
160294,"CLARO ADVISORS, LLC",EN-016081,True,0,cache/EN-016081/FirmComplianceReport_EN-016081_v1_20250707.json
160318,"TIGER GLOBAL MANAGEMENT, LLC",EN-019293,True,0,cache/EN-019293/FirmComplianceReport_EN-019293_v1_20250707.json
160364,"SANDTON CAPITAL PARTNERS, LP",EN-110338,True,0,cache/EN-110338/FirmComplianceReport_EN-110338_v1_20250707.json
160510,B. RILEY CAPITAL MANAGEMENT,EN-126358,False,2,cache/EN-126358/FirmComplianceReport_EN-126358_v1_20250707.json
160679,"ADAGE CAPITAL MANAGEMENT, L.P.",EN-014486,True,0,cache/EN-014486/FirmComplianceReport_EN-014486_v1_20250707.json
160689,"MANATUCK HILL PARTNERS, LLC",EN-015025,True,0,cache/EN-015025/FirmComplianceReport_EN-015025_v1_20250707.json
160844,QIMING VENTURE PARTNERS,EN-018321,True,0,cache/EN-018321/FirmComplianceReport_EN-018321_v1_20250707.json
160896,"HILLHOUSE INVESTMENT MANAGEMENT, LTD.",EN-020818,True,0,cache/EN-020818/FirmComplianceReport_EN-020818_v1_20250707.json
161321,KAIROS,EN-013098,True,0,cache/EN-013098/FirmComplianceReport_EN-013098_v1_20250707.json
161321,KAIROS,EN-022796,True,0,cache/EN-022796/FirmComplianceReport_EN-022796_v1_20250707.json
161680,REDPOINT VENTURES,EN-021348,True,0,cache/EN-021348/FirmComplianceReport_EN-021348_v1_20250707.json
161680,REDPOINT VENTURES,EN-025073,True,0,cache/EN-025073/FirmComplianceReport_EN-025073_v1_20250707.json
161833,INTERMARKET CORPORATION,EN-013075,True,0,cache/EN-013075/FirmComplianceReport_EN-013075_v1_20250707.json
161950,AJ WEALTH,EN-014462,False,2,cache/EN-014462/FirmComplianceReport_EN-014462_v1_20250707.json
162053,CARLYLE GLOBAL CREDIT INVESTMENT MANAGEMENT L.L.C.,EN-014717,True,0,cache/EN-014717/FirmComplianceReport_EN-014717_v1_20250707.json
162393,"LAV MANAGEMENT COMPANY, LIMITED",EN-021908,True,0,cache/EN-021908/FirmComplianceReport_EN-021908_v1_20250707.json
162717,CONSONANCE CAPITAL MANAGEMENT LP,EN-019035,False,2,cache/EN-019035/FirmComplianceReport_EN-019035_v1_20250707.json
162777,"ALTOS VENTURES MANAGEMENT, INC.",EN-016064,True,0,cache/EN-016064/FirmComplianceReport_EN-016064_v1_20250707.json
163259,"LEO FUND SERVICES, LLC",EN-013139,True,0,cache/EN-013139/FirmComplianceReport_EN-013139_v1_20250707.json
163598,HEADLANDS CAPITAL,EN-021381,True,0,cache/EN-021381/FirmComplianceReport_EN-021381_v1_20250707.json
163701,"RETIREMENT STRATEGIES, LTD.",EN-016357,True,0,cache/EN-016357/FirmComplianceReport_EN-016357_v1_20250707.json
163718,HARLAN CAPITAL PARTNERS LLC,EN-021426,True,0,cache/EN-021426/FirmComplianceReport_EN-021426_v1_20250707.json
163818,HAWK RIDGE CAPITAL MANAGEMENT LP,EN-017214,True,0,cache/EN-017214/FirmComplianceReport_EN-017214_v1_20250707.json
164371,GENERATION INVESTMENT MANAGEMENT LLP,EN-107375,True,0,cache/EN-107375/FirmComplianceReport_EN-107375_v1_20250707.json
164646,"AAF WEALTH MANAGEMENT, LLC",EN-025159,True,0,cache/EN-025159/FirmComplianceReport_EN-025159_v1_20250707.json
164751,SLATE PATH CAPITAL LP,EN-016822,True,0,cache/EN-016822/FirmComplianceReport_EN-016822_v1_20250707.json
164790,HIGHMARK WEALTH MANAGEMENT LLC,EN-024216,True,0,cache/EN-024216/FirmComplianceReport_EN-024216_v1_20250707.json
165132,BLUE OWL REAL ESTATE CAPITAL LLC,EN-126676,True,0,cache/EN-126676/FirmComplianceReport_EN-126676_v1_20250707.json
165168,"STEELPEAK WEALTH, LLC",EN-124786,True,0,cache/EN-124786/FirmComplianceReport_EN-124786_v1_20250707.json
165308,RIBBIT CAPITAL,EN-013111,True,0,cache/EN-013111/FirmComplianceReport_EN-013111_v1_20250707.json
165478,"PROMUS ASSET MANAGEMENT, LLC",EN-020639,True,0,cache/EN-020639/FirmComplianceReport_EN-020639_v1_20250707.json
165684,"ZIMMER PARTNERS, LP",EN-019992,True,0,cache/EN-019992/FirmComplianceReport_EN-019992_v1_20250707.json
165781,"HYDRAZINE CAPITAL GP, LLC",EN-018239,False,2,cache/EN-018239/FirmComplianceReport_EN-018239_v1_20250707.json
166030,SILICON HILLS WEALTH MANAGEMENT,EN-022821,False,2,cache/EN-022821/FirmComplianceReport_EN-022821_v1_20250707.json
166119,GLENDON CAPITAL MANAGEMENT L.P.,EN-017486,True,0,cache/EN-017486/FirmComplianceReport_EN-017486_v1_20250707.json
166145,"OVATION PARTNERS, LP",EN-023751,False,2,cache/EN-023751/FirmComplianceReport_EN-023751_v1_20250707.json
166276,CRESCENT HILL PARTNERS LLC,EN-022972,True,0,cache/EN-022972/FirmComplianceReport_EN-022972_v1_20250707.json
166580,MERRIMAN,EN-024779,False,2,cache/EN-024779/FirmComplianceReport_EN-024779_v1_20250707.json
166587,"VERNAL POINT ADVISORS, LLC",EN-025521,True,0,cache/EN-025521/FirmComplianceReport_EN-025521_v1_20250707.json
167055,"NORTHLANDING FINANCIAL PARTNERS, LLC",EN-014365,True,0,cache/EN-014365/FirmComplianceReport_EN-014365_v1_20250707.json
167103,BEIRNE.,EN-021822,True,0,cache/EN-021822/FirmComplianceReport_EN-021822_v1_20250707.json
167233,BLUEARC CAPITAL MANAGEMENT,EN-021566,True,0,cache/EN-021566/FirmComplianceReport_EN-021566_v1_20250707.json
167242,VANTERRA CAPITAL LLC,EN-018272,True,0,cache/EN-018272/FirmComplianceReport_EN-018272_v1_20250707.json
167242,VANTERRA CAPITAL LLC,EN-013598,True,0,cache/EN-013598/FirmComplianceReport_EN-013598_v1_20250707.json
167485,"GUARDIAN WEALTH STRATEGIES, LLC",EN-114864,True,0,cache/EN-114864/FirmComplianceReport_EN-114864_v1_20250707.json
167811,"BAKER TILLY WEALTH MANAGEMENT, LLC",EN-124041,True,0,cache/EN-124041/FirmComplianceReport_EN-124041_v1_20250707.json
167820,"CORMORANT ASSET MANAGEMENT, LP",EN-015918,True,0,cache/EN-015918/FirmComplianceReport_EN-015918_v1_20250707.json
168005,"FI3 FINANCIAL ADVISORS, LLC",EN-014877,True,0,cache/EN-014877/FirmComplianceReport_EN-014877_v1_20250707.json
168252,"CABLE HILL PARTNERS, LLC",EN-120977,True,0,cache/EN-120977/FirmComplianceReport_EN-120977_v1_20250707.json
168307,"LINCOLN CAPITAL, LLC",EN-016168,True,0,cache/EN-016168/FirmComplianceReport_EN-016168_v1_20250707.json
168618,NEXUS CAPITAL MANAGEMENT LP,EN-014513,True,0,cache/EN-014513/FirmComplianceReport_EN-014513_v1_20250707.json
168618,NEXUS CAPITAL MANAGEMENT LP,EN-017601,True,0,cache/EN-017601/FirmComplianceReport_EN-017601_v1_20250707.json
168652,RITHOLTZ WEALTH MANAGEMENT,EN-013199,True,0,cache/EN-013199/FirmComplianceReport_EN-013199_v1_20250707.json
168761,THE WINDACRE PARTNERSHIP LLC,EN-024152,True,0,cache/EN-024152/FirmComplianceReport_EN-024152_v1_20250707.json
168830,PACIFIC PRIVATE FUND ADVISORS LLC,EN-023690,True,0,cache/EN-023690/FirmComplianceReport_EN-023690_v1_20250707.json
169013,MFA WEALTH SERVICES,EN-016091,True,0,cache/EN-016091/FirmComplianceReport_EN-016091_v1_20250707.json
169326,"TA CAPITAL MANAGEMENT, LLC",EN-017679,True,0,cache/EN-017679/FirmComplianceReport_EN-017679_v1_20250707.json
169582,"ADVANCED RESEARCH INVESTMENT SOLUTIONS, LLC",EN-014447,False,2,cache/EN-014447/FirmComplianceReport_EN-014447_v1_20250707.json
170221,BANYAN CAPITAL PARTNERS LTD.,EN-020961,True,0,cache/EN-020961/FirmComplianceReport_EN-020961_v1_20250707.json
170245,BRIARWOOD CHASE MANAGEMENT LLC,EN-125981,True,0,cache/EN-125981/FirmComplianceReport_EN-125981_v1_20250707.json
170413,"SIVIA CAPITAL PARTNERS, LLC",EN-018509,True,0,cache/EN-018509/FirmComplianceReport_EN-018509_v1_20250707.json
170807,"ENCOMPASS WEALTH ADVISORS, LLC",EN-025122,True,0,cache/EN-025122/FirmComplianceReport_EN-025122_v1_20250707.json
171107,TWELVE POINTS WEALTH MANAGEMENT,EN-023180,True,0,cache/EN-023180/FirmComplianceReport_EN-023180_v1_20250707.json
171293,"THOROFARE, LLC",EN-025432,True,0,cache/EN-025432/FirmComplianceReport_EN-025432_v1_20250707.json
171351,NEWEDGE ADVISORS,EN-016253,True,0,cache/EN-016253/FirmComplianceReport_EN-016253_v1_20250707.json
171581,CREATION INVESTMENTS,EN-016678,True,0,cache/EN-016678/FirmComplianceReport_EN-016678_v1_20250707.json
171592,FIRST SENTIER INVESTORS (UK) FUNDS LIMITED,EN-019435,True,0,cache/EN-019435/FirmComplianceReport_EN-019435_v1_20250707.json
171822,WAYPOINT WEALTH COUNSEL LLC,EN-023879,True,0,cache/EN-023879/FirmComplianceReport_EN-023879_v1_20250707.json
172089,MARTIN GROUP,test-ref-172089,False,1,cache/BIZ_172089/FirmComplianceReport_test-ref-172089_v1_20250729.json
172103,FIDUCIARY FINANCIAL ADVISORS,EN-016550,True,0,cache/EN-016550/FirmComplianceReport_EN-016550_v1_20250707.json
172576,GOODWATER CAPITAL,EN-025102,True,0,cache/EN-025102/FirmComplianceReport_EN-025102_v1_20250707.json
172612,"CONSTANT GUIDANCE FINANCIAL, LLC",EN-023374,True,0,cache/EN-023374/FirmComplianceReport_EN-023374_v1_20250707.json
172832,SVB WEALTH,EN-016680,True,0,cache/EN-016680/FirmComplianceReport_EN-016680_v1_20250707.json
173227,"WYNNCHURCH CAPITAL, L.P.",EN-017181,True,0,cache/EN-017181/FirmComplianceReport_EN-017181_v1_20250707.json
173280,"CALIBER WEALTH MANAGEMENT, LLC",EN-021874,False,2,cache/EN-021874/FirmComplianceReport_EN-021874_v1_20250707.json
173627,"GRATUS CAPITAL, LLC",EN-013897,False,2,cache/EN-013897/FirmComplianceReport_EN-013897_v1_20250707.json
173715,"OLYMPUS WEALTH MANAGEMENT, LLC",EN-023417,True,0,cache/EN-023417/FirmComplianceReport_EN-023417_v1_20250707.json
173887,MAPLE ROCK CAPITAL PARTNERS INC.,EN-025267,True,0,cache/EN-025267/FirmComplianceReport_EN-025267_v1_20250707.json
173949,"MONOGRAPH WEALTH ADVISORS, LLC",EN-016639,True,0,cache/EN-016639/FirmComplianceReport_EN-016639_v1_20250707.json
174196,GORDON FINANCIAL,test-ref-174196,True,0,cache/BIZ_174196/FirmComplianceReport_test-ref-174196_v1_20250718.json
174196,GORDON FINANCIAL,test-ref-174196,True,0,cache/BIZ_174196/FirmComplianceReport_test-ref-174196_v1_20250724.json
174204,COMMUNITY INVESTMENT MANAGEMENT LLC,EN-014394,True,0,cache/EN-014394/FirmComplianceReport_EN-014394_v1_20250707.json
174210,SCHOOLCRAFT CAPITAL LLC,EN-017118,True,0,cache/EN-017118/FirmComplianceReport_EN-017118_v1_20250707.json
174346,ALPHACORE CAPITAL LLC,EN-013083,True,0,cache/EN-013083/FirmComplianceReport_EN-013083_v1_20250707.json
174728,DRIVE WEALTH ADVISERS,EN-016249,True,0,cache/EN-016249/FirmComplianceReport_EN-016249_v1_20250707.json
175084,IFAM CAPITAL,EN-019649,False,2,cache/EN-019649/FirmComplianceReport_EN-019649_v1_20250707.json
175112,CAPTRUST,EN-022027,True,0,cache/EN-022027/FirmComplianceReport_EN-022027_v1_20250707.json
175112,CAPTRUST,EN-022138,True,0,cache/EN-022138/FirmComplianceReport_EN-022138_v1_20250707.json
175206,PEGASUS PARTNERS,EN-015473,False,2,cache/EN-015473/FirmComplianceReport_EN-015473_v1_20250707.json
175430,"CRESCENT CAP ADVISORS, LLC",EN-017231,True,0,cache/EN-017231/FirmComplianceReport_EN-017231_v1_20250707.json
177513,"ICAPITAL ADVISORS, LLC",EN-106729,True,0,cache/EN-106729/FirmComplianceReport_EN-106729_v1_20250707.json
18387,THRIVENT INVESTMENT MANAGEMENT INC.,EN-015673,True,0,cache/EN-015673/FirmComplianceReport_EN-015673_v1_20250707.json
188521,"S.E.E.D. PLANNING GROUP, LLC",EN-025262,True,0,cache/EN-025262/FirmComplianceReport_EN-025262_v1_20250707.json
19616,"WELLS FARGO CLEARING SERVICES, LLC",EN-015840,True,0,cache/EN-015840/FirmComplianceReport_EN-015840_v1_20250707.json
206517,PORT CAPITAL LLC,EN-015953,True,0,cache/EN-015953/FirmComplianceReport_EN-015953_v1_20250707.json
21572,"MARQUETTE ASSOCIATES, INC.",EN-018427,True,0,cache/EN-018427/FirmComplianceReport_EN-018427_v1_20250707.json
22090,"CHRISTOPHER WEIL & COMPANY, INC.",EN-015952,True,0,cache/EN-015952/FirmComplianceReport_EN-015952_v1_20250707.json
22090,"CHRISTOPHER WEIL & COMPANY, INC.",EN-013324,True,0,cache/EN-013324/FirmComplianceReport_EN-013324_v1_20250707.json
221530,THE FIDUCIARY GROUP,EN-016766,True,0,cache/EN-016766/FirmComplianceReport_EN-016766_v1_20250707.json
222515,EVERSPIRE,EN-021051,True,0,cache/EN-021051/FirmComplianceReport_EN-021051_v1_20250707.json
226570,PLAYGROUND GLOBAL,EN-023773,True,0,cache/EN-023773/FirmComplianceReport_EN-023773_v1_20250707.json
226606,"SANCTUARY ADVISORS, LLC",EN-016376,True,0,cache/EN-016376/FirmComplianceReport_EN-016376_v1_20250707.json
226715,WELLINGTON ALTERNATIVE INVESTMENTS,EN-038268,True,0,cache/EN-038268/FirmComplianceReport_EN-038268_v1_20250707.json
226721,"ELEVATED CAPITAL ADVISORS, LLC",EN-024957,True,0,cache/EN-024957/FirmComplianceReport_EN-024957_v1_20250707.json
226738,GEMSSTOCK LTD.,EN-019217,True,0,cache/EN-019217/FirmComplianceReport_EN-019217_v1_20250707.json
23131,"OSAIC WEALTH, INC.",EN-109365,True,0,cache/EN-109365/FirmComplianceReport_EN-109365_v1_20250707.json
249789,HUNGERFORD FINANCIAL LLC,EN-014693,True,0,cache/EN-014693/FirmComplianceReport_EN-014693_v1_20250707.json
269854,"ARENA INVESTORS, LP",EN-014333,True,0,cache/EN-014333/FirmComplianceReport_EN-014333_v1_20250707.json
269866,LIDO,EN-016576,True,0,cache/EN-016576/FirmComplianceReport_EN-016576_v1_20250707.json
269873,LUMINATE CAPITAL PARTNERS,EN-104651,True,0,cache/EN-104651/FirmComplianceReport_EN-104651_v1_20250707.json
269876,KINGS PATH PARTNERS LLC,EN-104563,True,0,cache/EN-104563/FirmComplianceReport_EN-104563_v1_20250707.json
269954,TCI FUND MANAGEMENT LIMITED,EN-015630,True,0,cache/EN-015630/FirmComplianceReport_EN-015630_v1_20250707.json
2733,"GEORGE MCKELVEY CO., INC.",EN-014553,False,2,cache/EN-014553/FirmComplianceReport_EN-014553_v1_20250707.json
277038,"CIM CAPITAL, LLC",EN-017204,True,0,cache/EN-017204/FirmComplianceReport_EN-017204_v1_20250707.json
